代码	公告日期	违规类型	处罚对象	关系	处分类型	处理人	处罚金额(万元)	相关法规	是否发债	证监会行业(2012)	东财行业
000993.SZ	20050330	涉嫌违反证券法律法规	福建闽东电力股份有限公司	公司本身	立案调查	中国证券监督管理委员会福建监管局			是	电力、热力、燃气及水生产和供应业	水电
000751.SZ	20050330	未及时披露公司重大事项			公开谴责	深圳证券交易所	0	《深圳证券交易所股票上市规则》	否	制造业	铅锌
600728.SS	20050402	未及时披露公司重大事项			公开谴责	上海证券交易所	0	《上海证券交易所股票上市规则》,《董事(监事)声明与承诺》	否	信息传输、软件和信息技术服务业	增值服务
000925.SZ	20050415	涉嫌违反证券法律法规	浙江众合机电股份有限公司	公司本身	立案调查	中国证券监督管理委员会			是	制造业	铁路专用设备及器材
000887.SZ	20050415	涉嫌违反证券法律法规	安徽中鼎密封件股份有限公司	公司本身	立案调查	中国证券监督管理委员会			是	制造业	汽车零部件
600248.SS	20050419	涉嫌违反证券法律法规	陕西延长石油化建股份有限公司	公司本身	立案调查	中国证监会西安稽查局		《中华人民共和国证券法》	否	建筑业	专业工程
000656.SZ	20050420	未及时披露公司重大事项,信息披露虚假或严重误导性陈述	陈凯	公司高管	公开处罚	中国证券监督管理委员会	20	《中华人民共和国证券法》	是	房地产业	房地产
600615.SS	20050420	未按时披露定期报告,未及时披露公司重大事项	俞夏林	公司高管	公开处罚	中国证券监督管理委员会	3	《中华人民共和国证券法》	否	制造业	金属制品
600615.SS	20050420	未按时披露定期报告,未及时披露公司重大事项	夏润芳	公司高管	公开处罚	中国证券监督管理委员会	0	《中华人民共和国证券法》	否	制造业	金属制品
000656.SZ	20050420	未及时披露公司重大事项,信息披露虚假或严重误导性陈述	陈建	公司高管	公开处罚	中国证券监督管理委员会	0	《中华人民共和国证券法》	是	房地产业	房地产
600615.SS	20050420	未按时披露定期报告,未及时披露公司重大事项	王延涛	公司高管	公开处罚	中国证券监督管理委员会	10	《中华人民共和国证券法》	否	制造业	金属制品
000656.SZ	20050420	未及时披露公司重大事项,信息披露虚假或严重误导性陈述	屈波	公司高管	公开处罚	中国证券监督管理委员会	10	《中华人民共和国证券法》	是	房地产业	房地产
600615.SS	20050420	未按时披露定期报告,未及时披露公司重大事项	王志	公司高管	公开处罚	中国证券监督管理委员会	3	《中华人民共和国证券法》	否	制造业	金属制品
600615.SS	20050420	未按时披露定期报告,未及时披露公司重大事项	韩铭	公司高管	公开处罚	中国证券监督管理委员会	3	《中华人民共和国证券法》	否	制造业	金属制品
600615.SS	20050420	未按时披露定期报告,未及时披露公司重大事项	肖金泉	公司高管	公开处罚	中国证券监督管理委员会	0	《中华人民共和国证券法》	否	制造业	金属制品
600615.SS	20050420	未按时披露定期报告,未及时披露公司重大事项	宋波	公司高管	公开处罚	中国证券监督管理委员会	5	《中华人民共和国证券法》	否	制造业	金属制品
000656.SZ	20050420	未及时披露公司重大事项,信息披露虚假或严重误导性陈述	袁进夫	公司高管	公开处罚	中国证券监督管理委员会	3	《中华人民共和国证券法》	是	房地产业	房地产
600615.SS	20050420	未按时披露定期报告,未及时披露公司重大事项	李云龙	公司高管	公开处罚	中国证券监督管理委员会	3	《中华人民共和国证券法》	否	制造业	金属制品
000656.SZ	20050420	未及时披露公司重大事项,信息披露虚假或严重误导性陈述	罗应增	公司高管	公开处罚	中国证券监督管理委员会	3	《中华人民共和国证券法》	是	房地产业	房地产
600615.SS	20050420	未按时披露定期报告,未及时披露公司重大事项	张明忠	公司高管	公开处罚	中国证券监督管理委员会	0	《中华人民共和国证券法》	否	制造业	金属制品
000656.SZ	20050420	未及时披露公司重大事项,信息披露虚假或严重误导性陈述	贾培基	公司高管	公开处罚	中国证券监督管理委员会	3	《中华人民共和国证券法》	是	房地产业	房地产
600615.SS	20050420	未按时披露定期报告,未及时披露公司重大事项	彭龙	公司高管	公开处罚	中国证券监督管理委员会	0	《中华人民共和国证券法》	否	制造业	金属制品
600615.SS	20050420	未按时披露定期报告,未及时披露公司重大事项	王道庚	公司高管	公开处罚	中国证券监督管理委员会	3	《中华人民共和国证券法》	否	制造业	金属制品
600615.SS	20050420	未按时披露定期报告,未及时披露公司重大事项	秦永泉	公司高管	公开处罚	中国证券监督管理委员会	3	《中华人民共和国证券法》	否	制造业	金属制品
000656.SZ	20050420	未及时披露公司重大事项,信息披露虚假或严重误导性陈述	曾朝夕	公司高管	公开处罚	中国证券监督管理委员会	3	《中华人民共和国证券法》	是	房地产业	房地产
600734.SS	20050425	未及时披露公司重大事项			公开谴责	上海证券交易所	0	《上海证券交易所股票上市规则》,《董事(监事)声明与承诺》	否	批发和零售业	通信传输设备
000620.SZ	20050425	涉嫌违反证券法律法规	新华联不动产股份有限公司	公司本身	立案调查	牡丹江市公安局			是	房地产业	房地产
000757.SZ	20050426	涉嫌违反证券法律法规	四川方向光电股份有限公司	公司本身	立案调查	中国证监会成都稽查局			否	制造业	汽车零部件
000529.SZ	20050430	涉嫌违反证券法律法规	广东广弘控股股份有限公司	公司本身	立案调查	中国证监会广东监管局			否	制造业	综合
000921.SZ	20050510	涉嫌违反证券法律法规	海信科龙电器股份有限公司	公司本身	立案调查	中国证券监督管理委员会			否	制造业	白色家电
600615.SS	20050510	未按时披露定期报告,未及时披露公司重大事项			公开处罚	中国证券监督管理委员会	35	《中华人民共和国证券法》	否	制造业	金属制品
000035.SZ	20050511	涉嫌违反证券法律法规	中国科健股份有限公司	公司本身	立案调查	中国证券监督管理委员会深圳稽查局			是	水利、环境和公共设施管理业	环保
000656.SZ	20050514	未及时披露公司重大事项			公开处罚	中国证券监督管理委员会	40	《中华人民共和国证券法》	是	房地产业	房地产
600635.SS	20050517	未按时披露定期报告			公开谴责	上海证券交易所	0	《上海证券交易所股票上市规则》	是	电力、热力、燃气及水生产和供应业	其他非银行金融
000404.SZ	20050517	未及时披露公司重大事项			公开谴责	深圳证券交易所	0	《深圳证券交易所股票上市规则》	否	制造业	白色家电
000670.SZ	20050518	未及时披露公司重大事项,信息披露虚假或严重误导性陈述			公开谴责	深圳证券交易所	0	《深圳证券交易所股票上市规则》	否	制造业	半导体材料
600242.SS	20050518	涉嫌违反证券法律法规	中昌海运股份有限公司	公司本身	立案调查	中国证券监督管理委员会广东证管局			否	交通运输、仓储和邮政业	航运
000982.SZ	20050524	未及时披露公司重大事项			公开谴责	深圳证券交易所	0	《深圳证券交易所股票上市规则》	否	制造业	其他纺织
000862.SZ	20050524	未及时披露公司重大事项			公开谴责	深圳证券交易所	0	《深圳证券交易所股票上市规则》	否	电力、热力、燃气及水生产和供应业	太阳能
600506.SS	20050525	未及时披露公司重大事项			公开谴责	上海证券交易所	0	《上海证券交易所股票上市规则》,《董事(监事)声明与承诺》	否	农、林、牧、渔业	种植业
000596.SZ	20050527	未按时披露定期报告			公开谴责	深圳证券交易所	0	《深圳证券交易所股票上市规则》,《关于做好上市公司2004年年度报告工作的通知》,《关于做好上市公司2005年第一季度季度报告工作的通知》	否	制造业	白酒
000035.SZ	20050527	未按时披露定期报告			公开谴责	深圳证券交易所	0	《深圳证券交易所股票上市规则》,《关于做好上市公司2004年年度报告工作的通知》,《关于做好上市公司2005年第一季度季度报告工作的通知》	是	水利、环境和公共设施管理业	环保
000620.SZ	20050527	未按时披露定期报告			公开谴责	深圳证券交易所	0	《深圳证券交易所股票上市规则》	是	房地产业	房地产
000732.SZ	20050531	涉嫌违反证券法律法规	泰禾集团股份有限公司	公司本身	立案调查	中国证券监督管理委员会福建监管局			是	房地产业	房地产
000596.SZ	20050601	涉嫌违反证券法律法规	安徽古井贡酒股份有限公司	公司本身	立案调查	中国证券监督管理委员会			否	制造业	白酒
600516.SS	20050607	未及时披露公司重大事项			公开谴责	上海证券交易所	0	《上海证券交易所股票上市规则》	是	制造业	非金属新材料
000509.SZ	20050608	未及时披露公司重大事项,信息披露虚假或严重误导性陈述	王之钧	公司高管	公开处罚	中国证券监督管理委员会	3	《中华人民共和国证券法》	否	制造业	其他建材
000509.SZ	20050608	未及时披露公司重大事项,信息披露虚假或严重误导性陈述	杨建	公司高管	公开处罚	中国证券监督管理委员会	3	《中华人民共和国证券法》	否	制造业	其他建材
000509.SZ	20050608	未及时披露公司重大事项,信息披露虚假或严重误导性陈述	干福熹	公司高管	公开处罚	中国证券监督管理委员会	0	《中华人民共和国证券法》	否	制造业	其他建材
000509.SZ	20050608	未及时披露公司重大事项,信息披露虚假或严重误导性陈述	邹昌浩	公司高管	公开处罚	中国证券监督管理委员会	30	《中华人民共和国证券法》	否	制造业	其他建材
000509.SZ	20050608	未及时披露公司重大事项,信息披露虚假或严重误导性陈述	覃城	公司高管	公开处罚	中国证券监督管理委员会	3	《中华人民共和国证券法》	否	制造业	其他建材
000509.SZ	20050608	未及时披露公司重大事项,信息披露虚假或严重误导性陈述	李光浩	公司高管	公开处罚	中国证券监督管理委员会	3	《中华人民共和国证券法》	否	制造业	其他建材
000509.SZ	20050608	未及时披露公司重大事项,信息披露虚假或严重误导性陈述	韩本飞	公司高管	公开处罚	中国证券监督管理委员会	5	《中华人民共和国证券法》	否	制造业	其他建材
000509.SZ	20050608	未及时披露公司重大事项,信息披露虚假或严重误导性陈述	史笃应	公司高管	公开处罚	中国证券监督管理委员会	5	《中华人民共和国证券法》	否	制造业	其他建材
000509.SZ	20050608	未及时披露公司重大事项,信息披露虚假或严重误导性陈述	刘壮成	公司高管	公开处罚	中国证券监督管理委员会	3	《中华人民共和国证券法》	否	制造业	其他建材
000509.SZ	20050608	未及时披露公司重大事项,信息披露虚假或严重误导性陈述	冷海涛	公司高管	公开处罚	中国证券监督管理委员会	3	《中华人民共和国证券法》	否	制造业	其他建材
000509.SZ	20050608	未及时披露公司重大事项,信息披露虚假或严重误导性陈述	卢庚保	公司高管	公开处罚	中国证券监督管理委员会	3	《中华人民共和国证券法》	否	制造业	其他建材
000509.SZ	20050608	未及时披露公司重大事项,信息披露虚假或严重误导性陈述	李建生	公司高管	公开处罚	中国证券监督管理委员会	3	《中华人民共和国证券法》	否	制造业	其他建材
000509.SZ	20050608	未及时披露公司重大事项,信息披露虚假或严重误导性陈述	钱舜尧	公司高管	公开处罚	中国证券监督管理委员会	5	《中华人民共和国证券法》	否	制造业	其他建材
000509.SZ	20050608	未及时披露公司重大事项,信息披露虚假或严重误导性陈述	佘旭	公司高管	公开处罚	中国证券监督管理委员会	0	《中华人民共和国证券法》	否	制造业	其他建材
000509.SZ	20050608	未及时披露公司重大事项,信息披露虚假或严重误导性陈述	桑茂安	公司高管	公开处罚	中国证券监督管理委员会	10	《中华人民共和国证券法》	否	制造业	其他建材
000509.SZ	20050608	未及时披露公司重大事项,信息披露虚假或严重误导性陈述	李传文	公司高管	公开处罚	中国证券监督管理委员会	3	《中华人民共和国证券法》	否	制造业	其他建材
000509.SZ	20050608	未及时披露公司重大事项,信息披露虚假或严重误导性陈述	倪进凯	公司高管	公开处罚	中国证券监督管理委员会	3	《中华人民共和国证券法》	否	制造业	其他建材
000887.SZ	20050608	未及时披露公司重大事项			公开谴责	深圳证券交易所	0	《深圳证券交易所股票上市规则》	是	制造业	汽车零部件
000430.SZ	20050608	涉嫌违反证券法律法规	张家界旅游集团股份有限公司	公司本身	立案调查	中国证券监督管理委员会湖南监管局			否	水利、环境和公共设施管理业	景区
000509.SZ	20050608	未及时披露公司重大事项,信息披露虚假或严重误导性陈述	贺东东	公司高管	公开处罚	中国证券监督管理委员会	5	《中华人民共和国证券法》	否	制造业	其他建材
000509.SZ	20050608	未及时披露公司重大事项,信息披露虚假或严重误导性陈述	李长征	公司高管	公开处罚	中国证券监督管理委员会	20	《中华人民共和国证券法》	否	制造业	其他建材
000509.SZ	20050608	未及时披露公司重大事项,信息披露虚假或严重误导性陈述	李旭东	公司高管	公开处罚	中国证券监督管理委员会	3	《中华人民共和国证券法》	否	制造业	其他建材
000509.SZ	20050608	未及时披露公司重大事项,信息披露虚假或严重误导性陈述	彭跃平	公司高管	公开处罚	中国证券监督管理委员会	3	《中华人民共和国证券法》	否	制造业	其他建材
000509.SZ	20050608	未及时披露公司重大事项,信息披露虚假或严重误导性陈述	李兴虎	公司高管	公开处罚	中国证券监督管理委员会	5	《中华人民共和国证券法》	否	制造业	其他建材
000509.SZ	20050608	未及时披露公司重大事项,信息披露虚假或严重误导性陈述	屈波	公司高管	公开处罚	中国证券监督管理委员会	3	《中华人民共和国证券法》	否	制造业	其他建材
000509.SZ	20050608	未及时披露公司重大事项,信息披露虚假或严重误导性陈述	江来富	公司高管	公开处罚	中国证券监督管理委员会	3	《中华人民共和国证券法》	否	制造业	其他建材
600086.SS	20050609	信息披露虚假或严重误导性陈述,未及时披露公司重大事项			公开谴责	上海证券交易所	0	《上海证券交易所股票上市规则》,《董事(监事)声明与承诺书》	否	制造业	珠宝首饰
600239.SS	20050613	未按时披露定期报告,未及时披露公司重大事项	徐晖	公司高管	公开处罚	中国证券监督管理委员会	5	《中华人民共和国证券法》	是	房地产业	房地产
600239.SS	20050613	未按时披露定期报告,未及时披露公司重大事项	张琳	公司高管	公开处罚	中国证券监督管理委员会	3	《中华人民共和国证券法》	是	房地产业	房地产
600239.SS	20050613	未按时披露定期报告,未及时披露公司重大事项	冯斌泽	公司高管	公开处罚	中国证券监督管理委员会	5	《中华人民共和国证券法》	是	房地产业	房地产
600239.SS	20050613	未按时披露定期报告,未及时披露公司重大事项	张仕发	公司高管	公开处罚	中国证券监督管理委员会	5	《中华人民共和国证券法》	是	房地产业	房地产
600239.SS	20050613	未按时披露定期报告,未及时披露公司重大事项	许虹	公司高管	公开处罚	中国证券监督管理委员会	5	《中华人民共和国证券法》	是	房地产业	房地产
600239.SS	20050613	未按时披露定期报告,未及时披露公司重大事项	王铨	公司高管	公开处罚	中国证券监督管理委员会	10	《中华人民共和国证券法》	是	房地产业	房地产
600239.SS	20050613	未按时披露定期报告,未及时披露公司重大事项	苏乔宝	公司高管	公开处罚	中国证券监督管理委员会	3	《中华人民共和国证券法》	是	房地产业	房地产
600505.SS	20050615	未及时披露公司重大事项			公开谴责	上海证券交易所	0	《上海证券交易所股票上市规则》,《董事(监事)声明与承诺》	否	电力、热力、燃气及水生产和供应业	水电
600657.SS	20050616	未及时披露公司重大事项			公开谴责	上海证券交易所	0	《上海证券交易所股票上市规则》,《董事(监事)声明与承诺》	是	房地产业	房地产
600076.SS	20050616	未及时披露公司重大事项			公开谴责	上海证券交易所	0	《上海证券交易所股票上市规则》,《董事(监事)声明与承诺》	否	制造业	通信配套服务
000979.SZ	20050616	涉嫌违反证券法律法规	中弘控股股份有限公司	公司本身	立案调查	中国证券监督管理委员会			是	房地产业	房地产
600515.SS	20050620	未及时披露公司重大事项			公开谴责	上海证券交易所	0	《上海证券交易所股票上市规则》,《董事(监事)声明与承诺》	是	批发和零售业	百货
600734.SS	20050620	未及时披露公司重大事项			公开谴责	上海证券交易所	0	《上海证券交易所股票上市规则》,《董事(监事)声明与承诺》	否	批发和零售业	通信传输设备
000509.SZ	20050621	信息披露虚假或严重误导性陈述,未及时披露公司重大事项			公开处罚	中国证券监督管理委员会	60	《中华人民共和国证券法》,《企业会计准则-关联方关系及其交易的披露》	否	制造业	其他建材
600239.SS	20050625	未按时披露定期报告,未及时披露公司重大事项			公开处罚	中国证券监督管理委员会	40	《中华人民共和国证券法》	是	房地产业	房地产
000925.SZ	20050701	未及时披露公司重大事项,业绩预测结果不准确或不及时			公开谴责	深圳证券交易所	0	《中华人民共和国公司法》,《深圳证券交易所股票上市规则》	是	制造业	铁路专用设备及器材
000034.SZ	20050713	涉嫌违反证券法律法规	深圳市深信泰丰(集团)股份有限公司	公司本身	立案调查	深圳稽查局			否	综合	pc、服务器及硬件
000892.SZ	20050720	涉嫌违反证券法律法规	星美联合股份有限公司	公司本身	立案调查	中国证券监督管理委员会			否	信息传输、软件和信息技术服务业	综合
000603.SZ	20050727	涉嫌违反证券法律法规	盛达矿业股份有限公司	公司本身	立案调查	深圳稽查局			否	采矿业	铅锌
000517.SZ	20050730	涉嫌违反证券法律法规	荣安地产股份有限公司	公司本身	立案调查	中国证监会宁波证监局			是	房地产业	房地产
000921.SZ	20050802	涉嫌违反证券法律法规	海信科龙电器股份有限公司	公司本身	立案调查	公安部门			否	制造业	白色家电
000791.SZ	20050802	业绩预测结果不准确或不及时			公开谴责	深圳证券交易所	0	《深圳证券交易所股票上市规则》,《深圳证券交易所关于做好上市公司2004年年度报告工作的通知》	是	电力、热力、燃气及水生产和供应业	水电
600505.SS	20050809	涉嫌违反证券法律法规	四川西昌电力股份有限公司	公司本身	立案调查	中国证券监督管理委员会成都稽查局			否	电力、热力、燃气及水生产和供应业	水电
000035.SZ	20050811	涉嫌违反证券法律法规	中国科健股份有限公司	公司本身	立案调查	中国证券监督管理委员会深圳稽查局			是	水利、环境和公共设施管理业	环保
000732.SZ	20050822	未及时披露公司重大事项			公开谴责	深圳证券交易所	0	《深圳证券交易所股票上市规则》	是	房地产业	房地产
600551.SS	20050829	信息披露虚假或严重误导性陈述	陆晓明	公司高管	公开处罚	中国证券监督管理委员会	20	《中华人民共和国证券法》	否	文化、体育和娱乐业	出版发行
600551.SS	20050829	信息披露虚假或严重误导性陈述	张建生	公司高管	公开处罚	中国证券监督管理委员会	5	《中华人民共和国证券法》	否	文化、体育和娱乐业	出版发行
600551.SS	20050829	信息披露虚假或严重误导性陈述	潘忠孝	公司高管	公开处罚	中国证券监督管理委员会	3	《中华人民共和国证券法》	否	文化、体育和娱乐业	出版发行
600551.SS	20050829	信息披露虚假或严重误导性陈述	伍先达	公司高管	公开处罚	中国证券监督管理委员会	3	《中华人民共和国证券法》	否	文化、体育和娱乐业	出版发行
600551.SS	20050829	信息披露虚假或严重误导性陈述	陈宗海	公司高管	公开处罚	中国证券监督管理委员会	10	《中华人民共和国证券法》	否	文化、体育和娱乐业	出版发行
600551.SS	20050829	信息披露虚假或严重误导性陈述	冯士芬	公司高管	公开处罚	中国证券监督管理委员会	3	《中华人民共和国证券法》	否	文化、体育和娱乐业	出版发行
600551.SS	20050829	信息披露虚假或严重误导性陈述	马贤明	公司高管	公开处罚	中国证券监督管理委员会	0	《中华人民共和国证券法》	否	文化、体育和娱乐业	出版发行
600551.SS	20050829	信息披露虚假或严重误导性陈述	匡光力	公司高管	公开处罚	中国证券监督管理委员会	3	《中华人民共和国证券法》	否	文化、体育和娱乐业	出版发行
600551.SS	20050829	信息披露虚假或严重误导性陈述	田杰	公司高管	公开处罚	中国证券监督管理委员会	5	《中华人民共和国证券法》	否	文化、体育和娱乐业	出版发行
600551.SS	20050829	信息披露虚假或严重误导性陈述	苏俊	公司高管	公开处罚	中国证券监督管理委员会	3	《中华人民共和国证券法》	否	文化、体育和娱乐业	出版发行
600551.SS	20050829	信息披露虚假或严重误导性陈述	张伟	公司高管	公开处罚	中国证券监督管理委员会	3	《中华人民共和国证券法》	否	文化、体育和娱乐业	出版发行
000918.SZ	20050831	未及时披露公司重大事项			公开谴责	深圳证券交易所	0	《深圳证券交易所股票上市规则》	否	房地产业	房地产
000908.SZ	20050831	信息披露虚假或严重误导性陈述,未及时披露公司重大事项			公开谴责	深圳证券交易所	0	《深圳证券交易所股票上市规则》	是	制造业	化学制剂
000736.SZ	20050902	信息披露虚假或严重误导性陈述,未及时披露公司重大事项			公开处罚	中国证券监督管理委员会	0	《中华人民共和国证券法》	是	房地产业	房地产
000529.SZ	20050906	业绩预测结果不准确或不及时			公开谴责	深圳证券交易所	0	《深圳证券交易所股票上市规则》,《关于做好上市公司2004年年度报告工作的通知》	否	制造业	综合
000631.SZ	20050906	未及时披露公司重大事项,未依法履行其他职责			公开谴责	深圳证券交易所	0	《深圳证券交易所股票上市规则》	是	房地产业	房地产
600551.SS	20050915	信息披露虚假或严重误导性陈述			公开处罚	中国证券监督管理委员会	40	《中华人民共和国证券法》	否	文化、体育和娱乐业	出版发行
600816.SS	20050915	涉嫌违反证券法律法规	安信信托投资股份有限公司	公司本身	立案调查	中国证券监督管理委员会上海稽查局			否	金融业	信托
000820.SZ	20050916	未及时披露公司重大事项			公开谴责	深圳证券交易所	0	《深圳证券交易所股票上市规则》	否	制造业	造纸
000979.SZ	20050919	未及时披露公司重大事件,未依法履行其他职责	安徽省科苑(集团)股份有限公司	公司本身	公开谴责	深圳证券交易所	0	《深圳证券交易所股票上市规则》	是	房地产业	房地产
000693.SZ	20050920	未及时披露公司重大事项			公开谴责	深圳证券交易所	0	《深圳证券交易所股票上市规则》	否	采矿业	小金属
600101.SS	20050920	未按时披露定期报告			公开谴责	上海证券交易所	0	《上海证券交易所股票上市规则》	否	电力、热力、燃气及水生产和供应业	水电
000421.SZ	20050920	未按时披露定期报告			公开谴责	深圳证券交易所	0	《深圳证券交易所股票上市规则》,《关于做好上市公司2005年半年度报告工作的通知》	是	电力、热力、燃气及水生产和供应业	燃气
000633.SZ	20050923	未及时披露公司重大事项,信息披露虚假或严重误导性陈述	唐忠诚	公司高管	公开处罚	中国证券监督管理委员会	0	《中华人民共和国证券法》	否	制造业	铜
000633.SZ	20050923	未及时披露公司重大事项,信息披露虚假或严重误导性陈述	李馨	公司高管	公开处罚	中国证券监督管理委员会	0	《中华人民共和国证券法》	否	制造业	铜
000633.SZ	20050923	未及时披露公司重大事项,信息披露虚假或严重误导性陈述	安体富	公司高管	公开处罚	中国证券监督管理委员会	0	《中华人民共和国证券法》	否	制造业	铜
000633.SZ	20050923	未及时披露公司重大事项,信息披露虚假或严重误导性陈述	王淑娟	公司高管	公开处罚	中国证券监督管理委员会	0	《中华人民共和国证券法》	否	制造业	铜
000633.SZ	20050923	未及时披露公司重大事项,信息披露虚假或严重误导性陈述	杨志斌	公司高管	公开处罚	中国证券监督管理委员会	5	《中华人民共和国证券法》	否	制造业	铜
000633.SZ	20050923	未及时披露公司重大事项,信息披露虚假或严重误导性陈述	傅忠	公司高管	公开处罚	中国证券监督管理委员会	10	《中华人民共和国证券法》	否	制造业	铜
000757.SZ	20050930	未及时披露公司重大事项			公开谴责	深圳证券交易所	0	《深圳证券交易所股票上市规则》	否	制造业	汽车零部件
000908.SZ	20051013	信息披露虚假或严重误导性陈述	湖南天一科技股份有限公司	公司本身	公开处罚	中国证券监督管理委员会	50	《公开发行股票公司信息披露的内容与格式准则第2号〈年度报告的内容与格式〉》,《公开发行证券的公司信息披露的内容与格式准则第3号〈半年度报告的内容与格式〉》,《证券法》	是	制造业	化学制剂
600800.SS	20051020	涉嫌违反证券法律法规	天津环球磁卡股份有限公司	公司本身	立案调查	中国证券监督管理委员会天津稽察局			否	制造业	电子设备制造
000633.SZ	20051025	未及时披露公司重大事项			公开处罚	中国证券监督管理委员会	40	《深圳证券交易所股票上市规则》,《中华人民共和国证券法》	否	制造业	铜
000691.SZ	20051028	涉嫌违反证券法律法规	海南亚太实业发展股份有限公司	公司本身	立案调查	中国证券监督管理委员会海南监管局			否	房地产业	房地产
600198.SS	20051108	涉嫌违反证券法律法规	大唐电信科技股份有限公司	公司本身	立案调查	中国证监会北京证监局			是	制造业	通信传输设备
000688.SZ	20051115	未及时披露公司重大事项			公开谴责	深圳证券交易所	0	《深圳证券交易所股票上市规则》	否	采矿业	铅锌
600608.SS	20051115	未及时披露公司重大事项			公开谴责	上海证券交易所	0	《上海证券交易所股票上市规则》,《董事(监事)声明与承诺》	否	制造业	综合
000688.SZ	20051118	涉嫌违反证券法律法规	朝华科技（集团）股份有限公司	公司本身	立案调查	中国证券监督管理委员会重庆监管局			否	采矿业	铅锌
600986.SS	20051130	涉嫌违反证券法律法规	科达集团股份有限公司	公司本身	立案调查	中国证监会济南稽查局			否	建筑业	基础建设
000736.SZ	20051207	未及时披露公司重大事项,信息披露虚假或严重误导性陈述	吕俊	公司高管	公开处罚	中国证券监督管理委员会	10	《中华人民共和国证券法》	是	房地产业	房地产
000736.SZ	20051207	未及时披露公司重大事项,信息披露虚假或严重误导性陈述	富庶	公司高管	公开处罚	中国证券监督管理委员会	20	《中华人民共和国证券法》	是	房地产业	房地产
000736.SZ	20051207	未及时披露公司重大事项,信息披露虚假或严重误导性陈述	孟凡萍	公司高管	公开处罚	中国证券监督管理委员会	3	《中华人民共和国证券法》	是	房地产业	房地产
000736.SZ	20051207	未及时披露公司重大事项,信息披露虚假或严重误导性陈述	周新长	公司高管	公开处罚	中国证券监督管理委员会	5	《中华人民共和国证券法》	是	房地产业	房地产
000736.SZ	20051207	未及时披露公司重大事项,信息披露虚假或严重误导性陈述	王东	公司高管	公开处罚	中国证券监督管理委员会	3	《中华人民共和国证券法》	是	房地产业	房地产
000736.SZ	20051207	未及时披露公司重大事项,信息披露虚假或严重误导性陈述	虞留海	公司高管	公开处罚	中国证券监督管理委员会	10	《中华人民共和国证券法》	是	房地产业	房地产
